controller,timestamp,step,hour,ambient_c,it_kw,dhw_demand_kw,process_demand_kw,cooling_demand_kw,grid_available,grid_roster_available,site_captured_kw,captured_kw,hp_absorbed_kw,hp_compressor_kw,hp_delivered_kw,hp_units_on,dhw_heat_kw,process_heat_kw,absorption_heat_kw,orc_heat_kw,store_charge_kw,store_discharge_kw,store_energy_kwh,store_soc,store_standing_loss_kw,buffer_charge_kw,buffer_discharge_kw,buffer_energy_kwh,buffer_standing_loss_kw,rejected_kw,absorption_cooling_kw,orc_electric_kw,fallback_dhw_kw,fallback_process_kw,fallback_cooling_kw,baseline_rejection_electric_kw,actual_rejection_electric_kw,cooling_electric_saving_kw,grid_electric_kw,diesel_electric_kw,net_cost_inr,source_balance_residual_kw,hp_balance_residual_kw,store_balance_residual_kw,buffer_balance_residual_kw
tuned,2026-01-05 00:00:00,0,0,33.4779,3255.844,56.74595,0,55.99831,1,1,2279.091,1779.091,613.0214,186.9786,800,2,200,100,0,0,500,0,1124.843,0.5624213,0.6296853,500,0,249.9603,0.1586165,1166.069,0,0,0,0,55.99831,498.9874,255.3009,243.6865,454.5398,0,909.0797,0,-2.842171e-14,-2.877698e-13,7.81597e-14
tuned,2026-01-05 00:15:00,1,0.25,33.19693,3261.014,54.4018,4.397675,45.43175,1,1,2282.71,2282.234,432.3672,124.3788,556.746,2,56.74595,0,0,0,500,0,1249.666,0.6248328,0.7082969,0.4757993,0,250,0.3171828,1849.867,0,0,0,4.397675,45.43175,496.4206,402.2903,94.13031,536.5491,0,1080.684,0,0,4.448664e-13,4.996004e-15
tuned,2026-01-05 00:30:00,2,0.5,33.15864,3216.497,47.33645,0.8711253,68.78399,1,1,2251.548,2251.231,432.983,124.7897,557.7727,2,55.57388,2.198838,0,0,500,0,1374.469,0.6872344,0.786896,0.3172331,0,250,0.3172331,1818.247,0,0,0,0,68.78399,489.1957,395.0522,94.14352,534.7866,0,1069.573,0,-5.684342e-14,-2.415845e-13,4.263256e-14
tuned,2026-01-05 00:45:00,3,0.75,32.99093,3244.431,50.50484,3.602764,68.6252,1,1,2271.102,2270.784,116.3445,33.65546,150,1,52.82807,1.756267,0,0,95.41566,0,1398.106,0.6990532,0.8654828,0.3172331,0,250,0.3172331,2154.44,0,0,0,1.846497,68.6252,491.4743,466.2283,25.24602,514.7345,0,1032.654,0,0,-3.571587e-13,4.263256e-14
tuned,2026-01-05 01:00:00,4,1,32.52843,3273.302,62.27952,1.439965,71.42817,1,1,2291.311,2290.994,116.3064,33.69357,150,1,52.24726,2.217891,0,0,95.53485,0,1421.77,0.710885,0.8803671,0.3172331,0,250,0.3172331,2174.687,0,0,10.03226,0,71.42817,490.4481,465.4851,24.96293,514.4677,0,1046.241,0,-1.421085e-14,4.123368e-13,4.263256e-14
tuned,2026-01-05 01:15:00,5,1.25,32.28844,3276.923,70.74606,2.285821,68.48963,1,1,2293.846,2293.529,116.3193,33.68073,150,1,54.25371,2.062306,0,0,93.68398,0,1444.967,0.7224836,0.8952677,0.3172331,0,250,0.3172331,2177.21,0,0,16.49234,0.2235147,68.48963,488.232,463.4065,24.82541,511.6649,0,1052.165,0,-7.105427e-15,6.550316e-15,4.263256e-14
tuned,2026-01-05 01:30:00,6,1.5,31.97568,3277.811,62.17127,6.47323,59.08784,1,1,2294.467,2294.15,116.3162,33.6838,150,1,57.00244,2.099558,0,0,90.898,0,1467.464,0.7337321,0.9098746,0.3172331,0,250,0.3172331,2177.834,0,0,5.168829,4.373671,59.08784,484.8141,460.1698,24.64429,506.3387,0,1029.138,0,-7.105427e-15,-1.325606e-13,4.263256e-14
tuned,2026-01-05 01:45:00,7,1.75,31.77309,3248.403,54.55879,1.213074,41.8983,1,1,2273.882,2273.565,116.2646,33.73539,150,1,57.74084,2.724369,0,0,89.53479,0,1489.617,0.7448084,0.9240407,0.3172331,0,250,0.3172331,2157.3,0,0,0,0,41.8983,478.2126,453.6947,24.51794,496.2416,0,992.4831,0,-7.105427e-15,1.121325e-14,4.263256e-14
tuned,2026-01-05 02:00:00,8,2,31.35133,3254.031,58.47008,0,45.85892,1,1,2277.822,2277.504,116.2802,33.71979,150,1,57.34308,2.535457,0,0,90.12146,0,1511.913,0.7559564,0.9379899,0.3172331,0,250,0.3172331,2161.224,0,0,1.126991,0,45.85892,474.4123,450.1281,24.28428,493.3991,0,988.7422,0,0,-9.836576e-14,4.263256e-14
tuned,2026-01-05 02:15:00,9,2.25,31.18363,3276.775,51.22056,0,33.48251,1,1,2293.742,2293.425,116.3035,33.69653,150,1,57.46831,2.253739,0,0,90.27795,0,1534.244,0.7671221,0.9520293,0.3172331,0,250,0.3172331,2177.122,0,0,0,0,33.48251,475.8998,451.7036,24.19616,492.347,0,984.694,0,-7.105427e-15,-2.493561e-13,4.263256e-14
tuned,2026-01-05 02:30:00,10,2.5,31.02587,3238.73,52.61862,0,31.72754,1,1,2267.111,2266.794,116.3221,33.67793,150,1,56.84353,2.028365,0,0,91.1281,0,1556.785,0.7783923,0.9660911,0.3172331,0,250,0.3172331,2150.472,0,0,0,0,31.72754,468.6869,444.5737,24.11321,484.8107,0,969.6215,0,7.105427e-15,2.087219e-13,4.263256e-14
tuned,2026-01-05 02:45:00,11,2.75,31.05395,3230.92,62.07982,6.975727,24.08088,1,1,2261.644,2261.327,116.3373,33.6627,150,1,56.45945,1.843968,0,0,91.69658,0,1579.464,0.7897319,0.9802845,0.3172331,0,250,0.3172331,2144.989,0,0,5.620374,5.131758,24.08088,467.8555,443.7237,24.13177,482.3679,0,983.2832,0,-1.421085e-14,-3.701484e-13,4.263256e-14
tuned,2026-01-05 03:00:00,12,3,30.92814,3223.725,56.83389,11.67531,33.98899,1,1,2256.608,2256.291,116.302,33.69801,150,1,56.92781,2.271615,0,0,90.80057,0,1601.915,0.8009576,0.9945652,0.3172331,0,250,0.3172331,2139.989,0,0,0,9.403699,33.98899,465.4811,441.4255,24.05559,482.1346,0,980.4905,0,0,-1.860734e-13,4.263256e-14
tuned,2026-01-05 03:15:00,13,3.25,30.84052,3264.919,61.11771,6.524762,34.37322,1,1,2285.443,2285.126,116.2423,33.75773,150,1,56.92059,2.994976,0,0,90.08444,0,1624.184,0.8120921,1.008703,0.3172331,0,250,0.3172331,2168.883,0,0,4.197122,3.529786,34.37322,470.4937,446.4981,23.99557,487.3321,0,987.9931,0,0,4.396483e-13,4.263256e-14
tuned,2026-01-05 03:30:00,14,3.5,30.5057,3254.599,58.65242,1.949913,45.00291,1,1,2278.219,2277.902,116.2215,33.77855,150,1,57.22038,3.247104,0,0,89.53251,0,1646.312,0.8231558,1.022725,0.3172331,0,250,0.3172331,2161.681,0,0,1.432038,0,45.00291,465.4772,441.6665,23.81075,484.6399,0,971.75,0,-7.105427e-15,3.6815e-13,4.263256e-14
tuned,2026-01-05 03:45:00,15,3.75,30.67562,3211.837,77.48189,3.923454,25.43634,1,1,2248.286,2247.969,116.2286,33.77141,150,1,57.31585,3.160625,0,0,89.52352,0,1668.433,0.8342167,1.036658,0.3172331,0,250,0.3172331,2131.74,0,0,20.16604,0.7628295,25.43634,461.1224,437.2189,23.90349,476.2073,0,988.5168,0,-7.105427e-15,-2.076117e-13,4.263256e-14
tuned,2026-01-05 04:00:00,16,4,30.31461,3229.776,79.19168,4.124426,25.44327,1,1,2260.843,2260.526,116.2247,33.77534,150,1,58.57623,3.208301,0,0,88.21547,0,1690.225,0.8451123,1.050588,0.3172331,0,250,0.3172331,2144.302,0,0,20.61545,0.9161242,25.44327,459.9517,436.2421,23.70958,475.1937,0,987.5294,0,-2.131628e-14,-1.176836e-13,4.263256e-14
tuned,2026-01-05 04:15:00,17,4.25,30.36549,3276.005,76.36532,0.2702889,32.67897,1,1,2293.204,2292.887,116.2202,33.77979,150,1,59.7889,3.262191,0,0,86.94891,0,1711.696,0.8558479,1.06431,0.3172331,0,250,0.3172331,2176.666,0,0,16.57642,0,32.67897,467.067,443.3313,23.7357,483.767,0,996.1283,0,-7.105427e-15,-3.943512e-13,4.263256e-14
tuned,2026-01-05 04:30:00,18,4.5,30.24432,3275.692,105.9816,0.4080103,26.20956,1,1,2292.984,2292.667,116.2339,33.76607,150,1,60.70981,3.095974,0,0,86.19421,0,1732.975,0.8664874,1.07783,0.3172331,0,250,0.3172331,2176.433,0,0,45.27174,0,26.20956,465.758,442.0837,23.67423,481.1736,0,1040.441,0,-7.105427e-15,4.143352e-13,4.263256e-14
tuned,2026-01-05 04:45:00,19,4.75,30.06878,3269.869,127.8139,0,23.16706,1,1,2288.908,2288.591,116.2456,33.75439,150,1,63.09254,2.954503,0,0,83.95296,0,1753.69,0.8768451,1.091229,0.3172331,0,250,0.3172331,2172.345,0,0,64.72134,0,23.16706,463.1135,439.5294,23.5841,477.9712,0,1067.587,0,0,4.365397e-13,4.263256e-14
tuned,2026-01-05 05:00:00,20,5,29.94094,3283.947,152.7805,0,23.98336,1,1,2298.763,2298.445,116.2578,33.74219,150,1,66.3286,2.806777,0,0,80.86462,0,1773.63,0.8868152,1.104273,0.3172331,0,250,0.3172331,2182.188,0,0,86.45186,0,23.98336,463.7879,440.2682,23.51965,478.8492,0,1106.828,0,0,3.48388e-13,4.263256e-14
