controller,timestamp,step,hour,ambient_c,it_kw,dhw_demand_kw,process_demand_kw,cooling_demand_kw,grid_available,grid_roster_available,site_captured_kw,captured_kw,hp_absorbed_kw,hp_compressor_kw,hp_delivered_kw,hp_units_on,dhw_heat_kw,process_heat_kw,absorption_heat_kw,orc_heat_kw,store_charge_kw,store_discharge_kw,store_energy_kwh,store_soc,store_standing_loss_kw,buffer_charge_kw,buffer_discharge_kw,buffer_energy_kwh,buffer_standing_loss_kw,rejected_kw,absorption_cooling_kw,orc_electric_kw,fallback_dhw_kw,fallback_process_kw,fallback_cooling_kw,baseline_rejection_electric_kw,actual_rejection_electric_kw,cooling_electric_saving_kw,grid_electric_kw,diesel_electric_kw,net_cost_inr,source_balance_residual_kw,hp_balance_residual_kw,store_balance_residual_kw,buffer_balance_residual_kw
tuned,2026-01-05 00:00:00,0,0,26.20632,2691.497,81.81974,0,28.67395,1,1,1884.048,1384.048,613.0214,186.9786,800,2,200,100,0,0,500,0,1124.843,0.5624213,0.6296853,500,0,249.9603,0.1586165,771.0268,0,0,0,0,28.67395,351.0231,143.6525,207.3706,335.9735,0,671.9469,0,-2.842171e-14,-2.877698e-13,7.81597e-14
tuned,2026-01-05 00:15:00,1,0.25,26.16786,2672.603,84.51917,4.970466,30.71045,1,1,1870.822,1870.346,451.8394,129.9803,581.8197,2,81.81974,0,0,0,500,0,1249.666,0.6248328,0.7082969,0.4757993,0,250,0.3171828,1418.507,0,0,2.69943,4.970466,30.71045,348.2844,264.0785,84.20594,399.776,0,812.7826,0,0,4.448664e-13,4.996004e-15
tuned,2026-01-05 00:30:00,2,0.5,26.06582,2654.585,84.21514,6.423412,43.96771,1,1,1858.21,1857.892,454.6125,131.0422,585.6547,2,83.16946,2.485233,0,0,500,0,1374.469,0.6872344,0.786896,0.3172331,0,250,0.3172331,1403.28,0,0,1.045686,3.938179,43.96771,345.215,260.699,84.51607,399.9095,0,808.4161,0,0,-2.415845e-13,4.263256e-14
tuned,2026-01-05 00:45:00,3,0.75,25.75329,2672.726,94.76684,2.383526,38.21991,1,1,1870.908,1870.591,116.176,33.82403,150,1,83.51802,3.797959,0,0,62.68402,0,1389.923,0.6949617,0.8654828,0.3172331,0,250,0.3172331,1754.415,0,0,11.24882,0,38.21991,345.3683,323.8638,21.50457,364.7432,0,748.8906,0,-1.421085e-14,2.396972e-13,4.263256e-14
tuned,2026-01-05 01:00:00,4,1,25.73354,2710.87,97.45097,0,32.25016,1,1,1897.609,1897.291,116.2052,33.79483,150,1,86.33022,3.444351,0,0,60.22542,0,1404.761,0.7023805,0.8752144,0.3172331,0,250,0.3172331,1781.086,0,0,11.12075,0,32.25016,350.1569,328.6555,21.50133,368.4013,0,755.986,0,7.105427e-15,-1.341149e-13,4.263256e-14
tuned,2026-01-05 01:15:00,5,1.25,25.65604,2685.528,95.90693,0.7392985,30.53004,1,1,1879.87,1879.552,116.262,33.73796,150,1,88.55437,2.755481,0,0,58.69014,0,1419.212,0.7096062,0.8845574,0.3172331,0,250,0.3172331,1763.29,0,0,7.35256,0,30.53004,346.3387,324.8607,21.47804,364.2234,0,741.1299,0,1.421085e-14,1.322276e-13,4.263256e-14
tuned,2026-01-05 01:30:00,6,1.5,25.45412,2697.678,82.74162,0,31.77913,1,1,1888.375,1888.057,116.2898,33.71021,150,1,89.7798,2.41945,0,0,57.80075,0,1433.439,0.7167196,0.8936572,0.3172331,0,250,0.3172331,1771.767,0,0,0,0,31.77913,346.4877,325.0922,21.3956,364.6333,0,729.2667,0,7.105427e-15,-4.296563e-13,4.263256e-14
tuned,2026-01-05 01:45:00,7,1.75,25.40344,2630.406,76.74066,0,31.48916,1,1,1841.284,1840.967,116.3183,33.68168,150,1,88.77435,2.073815,0,0,59.15184,0,1448.001,0.7240007,0.9026156,0.3172331,0,250,0.3172331,1724.649,0,0,0,0,31.48916,337.5022,316.1233,21.37897,355.5768,0,711.1537,0,0,-3.774758e-15,4.263256e-14
tuned,2026-01-05 02:00:00,8,2,25.32886,2609.109,86.83776,1.780775,28.99744,1,1,1826.376,1826.059,116.3397,33.66028,150,1,87.27014,1.814588,0,0,60.91528,0,1463.002,0.7315012,0.9117853,0.3172331,0,250,0.3172331,1709.719,0,0,0,0,28.99744,334.2669,312.9161,21.35078,351.8836,0,703.7671,0,-7.105427e-15,2.446932e-13,4.263256e-14
tuned,2026-01-05 02:15:00,9,2.25,25.2503,2638.725,86.02407,4.483531,23.14726,1,1,1847.107,1846.79,116.34,33.65997,150,1,87.22209,1.810831,0,0,60.96708,0,1478.014,0.7390069,0.9212311,0.3172331,0,250,0.3172331,1730.45,0,0,0,2.672701,23.14726,337.5274,316.2102,21.31713,354.1,0,712.8103,0,0,-3.925749e-13,4.263256e-14
tuned,2026-01-05 02:30:00,10,2.5,25.14303,2682.476,98.55504,2.368254,20.94364,1,1,1877.733,1877.416,116.318,33.68203,150,1,87.10229,2.078101,0,0,60.81961,0,1492.986,0.746493,0.9306836,0.3172331,0,250,0.3172331,1761.098,0,0,11.45275,0.290153,20.94364,342.3855,321.1182,21.26724,358.6191,0,737.4948,0,0,1.453282e-13,4.263256e-14
tuned,2026-01-05 02:45:00,11,2.75,25.10994,2685.33,86.18907,3.537248,26.3202,1,1,1879.731,1879.414,116.3158,33.68421,150,1,88.14345,2.104478,0,0,59.75207,0,1507.689,0.7538445,0.9401114,0.3172331,0,250,0.3172331,1763.098,0,0,0,1.43277,26.3202,342.5224,321.2697,21.25273,359.7499,0,721.9713,0,-1.421085e-14,-4.13336e-13,4.263256e-14
tuned,2026-01-05 03:00:00,12,3,24.91627,2698.6,96.15761,3.304912,30.207,1,1,1889.02,1888.703,116.3059,33.69407,150,1,87.98059,2.223876,0,0,59.79554,0,1522.401,0.7612003,0.9493697,0.3172331,0,250,0.3172331,1772.397,0,0,8.177022,1.081036,30.207,34.00237,31.90315,2.099217,71.08022,0,158.1306,0,-7.105427e-15,-1.211253e-13,4.263256e-14
tuned,2026-01-05 03:15:00,13,3.25,24.80631,2703.8,92.10721,1.808574,21.59544,1,1,1892.66,1892.343,116.2991,33.70093,150,1,88.60959,2.307032,0,0,59.08338,0,1536.932,0.7684659,0.9586333,0.3172331,0,250,0.3172331,1776.044,0,0,3.497627,0,21.59544,34.06788,31.96879,2.099093,69.58101,0,145.1954,0,-7.105427e-15,4.118927e-14,4.263256e-14
tuned,2026-01-05 03:30:00,14,3.5,24.66323,2724.822,98.79992,2.898791,26.19399,1,1,1907.375,1907.058,116.302,33.69799,150,1,88.85942,2.271428,0,0,58.86915,0,1551.407,0.7757035,0.9677834,0.3172331,0,250,0.3172331,1790.756,0,0,9.940505,0.6273632,26.19399,34.33275,32.23361,2.099146,70.66228,0,159.5541,0,0,4.440892e-13,4.263256e-14
tuned,2026-01-05 03:45:00,15,3.75,24.66999,2697.693,84.06794,1.393064,19.08484,1,1,1888.385,1888.068,116.2986,33.70145,150,1,89.52212,2.313252,0,0,58.16463,0,1565.704,0.782852,0.9768983,0.3172331,0,250,0.3172331,1771.77,0,0,0,0,19.08484,33.99094,31.89185,2.099084,69.04052,0,138.081,0,1.421085e-14,-1.116884e-13,4.263256e-14
