controller,timestamp,step,hour,ambient_c,it_kw,dhw_demand_kw,process_demand_kw,cooling_demand_kw,grid_available,grid_roster_available,site_captured_kw,captured_kw,hp_absorbed_kw,hp_compressor_kw,hp_delivered_kw,hp_units_on,dhw_heat_kw,process_heat_kw,absorption_heat_kw,orc_heat_kw,store_charge_kw,store_discharge_kw,store_energy_kwh,store_soc,store_standing_loss_kw,buffer_charge_kw,buffer_discharge_kw,buffer_energy_kwh,buffer_standing_loss_kw,rejected_kw,absorption_cooling_kw,orc_electric_kw,fallback_dhw_kw,fallback_process_kw,fallback_cooling_kw,baseline_rejection_electric_kw,actual_rejection_electric_kw,cooling_electric_saving_kw,grid_electric_kw,diesel_electric_kw,net_cost_inr,source_balance_residual_kw,hp_balance_residual_kw,store_balance_residual_kw,buffer_balance_residual_kw
tuned,2026-01-05 00:00:00,0,0,23.54316,3038.787,102.9345,0,22.25681,1,1,2127.151,1627.151,613.0214,186.9786,800,2,200,100,0,0,500,0,1124.843,0.5624213,0.6296853,500,0,249.9603,0.1586165,1014.13,0,0,0,0,22.25681,38.28872,18.25434,20.03438,209.1651,0,418.3302,0,-2.842171e-14,-2.877698e-13,7.81597e-14
tuned,2026-01-05 00:15:00,1,0.25,23.30001,3049.71,86.65218,0,25.38681,1,1,2134.797,2134.322,468.2371,134.6974,602.9345,2,102.9345,0,0,0,500,0,1249.666,0.6248328,0.7082969,0.4757993,0,250,0.3171828,1666.084,0,0,0,0,25.38681,38.42635,29.98952,8.436832,169.1509,0,338.3019,0,-5.684342e-14,4.448664e-13,4.996004e-15
tuned,2026-01-05 00:30:00,2,0.5,23.16047,3019.343,93.96274,5.754902,13.40248,1,1,2113.54,2113.223,461.9147,132.8787,594.7933,2,94.79335,0,0,0,500,0,1374.469,0.6872344,0.786896,0.3172331,0,250,0.3172331,1651.308,0,0,0,5.754902,13.40248,38.04373,29.72355,8.320175,164.9526,0,339.8323,0,-2.842171e-14,-2.415845e-13,4.263256e-14
tuned,2026-01-05 00:45:00,3,0.75,22.95394,2987.969,102.6108,3.068588,10.96932,1,1,2091.578,2091.261,116.3312,33.66884,150,1,94.51648,1.918301,0,0,53.56522,0,1387.644,0.6938219,0.8654828,0.3172331,0,250,0.3172331,1974.93,0,0,8.094294,1.150287,10.96932,37.6484,35.54873,2.099671,71.13359,0,158.2141,0,-1.421085e-14,-4.28213e-13,4.263256e-14
tuned,2026-01-05 01:00:00,4,1,22.66877,2984.982,93.05983,5.288769,20.0448,1,1,2089.487,2089.17,116.3074,33.69258,150,1,96.54005,2.205872,0,0,51.25408,0,1400.239,0.7001194,0.8737789,0.3172331,0,250,0.3172331,1972.863,0,0,0,3.082897,20.0448,37.61077,35.51153,2.099244,72.68626,0,150.6905,0,-1.421085e-14,-4.394263e-13,4.263256e-14
tuned,2026-01-05 01:15:00,5,1.25,22.50703,3024.194,101.4898,8.78426,14.66543,1,1,2116.936,2116.619,116.2565,33.74349,150,1,95.84401,2.822452,0,0,51.33354,0,1412.852,0.7064259,0.8817098,0.3172331,0,250,0.3172331,2000.362,0,0,5.645805,5.961808,14.66543,38.10485,36.00652,2.098327,72.28981,0,164.6028,0,1.421085e-14,-3.28404e-13,4.263256e-14
tuned,2026-01-05 01:30:00,6,1.5,22.47374,2977.509,110.5182,9.305163,11.21037,1,1,2084.257,2083.939,116.1745,33.82552,150,1,96.78498,3.816087,0,0,49.39894,0,1424.979,0.7124895,0.889652,0.3172331,0,250,0.3172331,1967.765,0,0,13.73322,5.489077,11.21037,37.51662,35.41977,2.096851,71.18551,0,175.5295,0,-7.105427e-15,-3.165246e-13,4.263256e-14
tuned,2026-01-05 01:45:00,7,1.75,22.39901,2959.05,97.16199,7.34531,11.69472,1,1,2071.335,2071.018,116.1097,33.89026,150,1,98.74686,4.60024,0,0,46.6529,0,1436.418,0.718209,0.8972884,0.3172331,0,250,0.3172331,1954.908,0,0,0,2.74507,11.69472,37.28403,35.18835,2.095685,71.09978,0,146.9348,0,0,-4.195533e-13,4.263256e-14
tuned,2026-01-05 02:00:00,8,2,22.1162,2928.239,107.5201,2.151905,11.25567,1,1,2049.767,2049.45,116.0814,33.91859,150,1,98.54876,4.943374,0,0,46.50787,0,1447.819,0.7239094,0.9044913,0.3172331,0,250,0.3172331,1933.368,0,0,8.971298,0,11.25567,36.89581,34.80063,2.095176,70.65411,0,156.7837,0,-7.105427e-15,-2.359224e-13,4.263256e-14
tuned,2026-01-05 02:15:00,9,2.25,21.77095,2918.245,117.9325,5.195689,19.48444,1,1,2042.772,2042.454,116.107,33.89299,150,1,99.54557,4.633211,0,0,45.82122,0,1459.046,0.7295231,0.9116703,0.3172331,0,250,0.3172331,1926.347,0,0,18.38697,0.5624785,19.48444,36.76989,34.67425,2.095636,71.89496,0,176.4777,0,-1.421085e-14,2.079448e-13,4.263256e-14
