controller,timestamp,step,hour,ambient_c,it_kw,dhw_demand_kw,process_demand_kw,cooling_demand_kw,grid_available,grid_roster_available,site_captured_kw,captured_kw,hp_absorbed_kw,hp_compressor_kw,hp_delivered_kw,hp_units_on,dhw_heat_kw,process_heat_kw,absorption_heat_kw,orc_heat_kw,store_charge_kw,store_discharge_kw,store_energy_kwh,store_soc,store_standing_loss_kw,buffer_charge_kw,buffer_discharge_kw,buffer_energy_kwh,buffer_standing_loss_kw,rejected_kw,absorption_cooling_kw,orc_electric_kw,fallback_dhw_kw,fallback_process_kw,fallback_cooling_kw,baseline_rejection_electric_kw,actual_rejection_electric_kw,cooling_electric_saving_kw,grid_electric_kw,diesel_electric_kw,net_cost_inr,source_balance_residual_kw,hp_balance_residual_kw,store_balance_residual_kw,buffer_balance_residual_kw,dhw_served_kw,process_served_kw,cooling_served_kw,store_discharge_commanded_kw,store_charge_commanded_kw,dumped_heat_kw,surplus_cooling_kw,service_balance_residual_kw
naive,2026-01-05 00:00:00,0,0,23.54316,3038.787,102.9345,0,22.25681,1,1,2127.151,1627.151,755.1298,392.0924,1147.222,3,0,0,347.2222,800,0,102.9345,974.1089,0.4870545,0.6296853,500,0,249.9603,0.1586165,872.0214,267.9357,59.37821,0,0,0,38.28872,15.69639,22.59234,407.7888,0,748.7771,0,-5.684342e-14,1.953993e-13,7.81597e-14,102.9345,0,22.25681,300,0,0,245.6789,0
naive,2026-01-05 00:15:00,1,0.25,23.42399,3017.455,106.3306,8.698315,23.69258,1,1,2112.219,2111.743,534.1634,294.6796,828.843,2,0,0,28.84296,800,0,102.9345,948.222,0.474111,0.6133821,0.4757993,0,250,0.3171828,1577.579,22.2843,59.50354,3.396057,8.698315,1.408281,38.01993,28.39643,9.623505,323.3242,0,600.5698,0,0,1.602052e-13,4.996004e-15,102.9345,0,22.2843,102.9345,0,0,0,0
naive,2026-01-05 00:30:00,2,0.5,23.2423,2997.112,105.9481,11.24097,33.99625,1,1,2097.979,2097.661,534.7963,294.9586,829.7549,2,0,0,29.7549,800,0,108.9817,920.8273,0.4604136,0.5970815,0.3172331,0,250,0.3172331,1562.865,23.03213,59.69464,1.31554,6.891813,10.96412,37.76361,28.13157,9.632043,325.016,0,597.0331,0,0,0,4.263256e-14,104.6325,4.349157,23.03213,108.9817,0,0,0,-5.329071e-15
naive,2026-01-05 00:45:00,3,0.75,22.85149,3017.593,119.2228,4.17117,29.30385,1,1,2112.315,2111.998,538.0786,296.4056,834.4842,2,0,0,34.48423,800,0,109.2422,893.3718,0.4466859,0.5798314,0.3172331,0,250,0.3172331,1573.92,26.80073,60.10567,14.15174,0,2.503111,38.02168,28.33055,9.691125,325.1725,0,607.1379,0,0,-1.706413e-13,4.263256e-14,105.0711,4.17117,26.80073,111.7175,0,0,0,-5.329071e-15
naive,2026-01-05 01:00:00,4,1,22.75519,3060.659,122.5996,0,24.44309,1,1,2142.461,2142.144,538.6398,296.653,835.2929,2,0,0,35.29286,800,0,108.609,866.0789,0.4330394,0.5625431,0.3172331,0,250,0.3172331,1603.504,27.45638,60.20696,13.99062,0,0,38.56431,28.86308,9.701227,325.5161,0,607.4332,0,0,-1.924017e-13,4.263256e-14,108.609,0,24.44309,114.6366,0,0,3.01329,0
naive,2026-01-05 01:15:00,5,1.25,22.60318,3032.048,120.6571,1.293772,22.94349,1,1,2122.433,2122.116,538.0999,296.415,834.5149,2,0,0,34.51493,800,0,112.7009,837.7673,0.4188837,0.5453572,0.3172331,0,250,0.3172331,1584.016,26.89315,60.36683,9.249995,0,0,38.2038,28.51229,9.691509,324.9273,0,597.8982,0,5.684342e-14,1.010303e-14,4.263256e-14,111.4071,1.293772,22.94349,116.2292,0,0,3.949663,4.440892e-16
naive,2026-01-05 01:30:00,6,1.5,22.32912,3045.765,104.0943,0,23.79381,1,1,2132.036,2131.718,537.5107,296.1553,833.666,2,0,0,33.66602,800,0,104.0943,811.6119,0.4058059,0.5275298,0.3172331,0,250,0.3172331,1594.208,26.30552,60.65507,0,0,0,38.37664,28.69574,9.680904,324.851,0,581.4651,0,5.684342e-14,4.996004e-14,4.263256e-14,104.0943,0,23.79381,117.1828,0,0,2.511707,0
naive,2026-01-05 01:45:00,7,1.75,22.20898,2969.814,96.5447,0,23.43479,1,1,2078.869,2078.552,537.1899,296.0139,833.2038,2,0,0,33.2038,800,0,96.5447,787.3479,0.393674,0.5110601,0.3172331,0,250,0.3172331,1541.362,25.97627,60.78143,0,0,0,37.41965,27.74452,9.675129,323.7584,0,579.1376,0,0,1.916245e-13,4.263256e-14,96.5447,0,23.43479,115.313,0,0,2.541479,0
naive,2026-01-05 02:00:00,8,2,22.0679,2945.768,109.2475,3.116356,21.34332,1,1,2062.037,2061.72,536.9062,295.8888,832.795,2,0,0,32.79496,800,0,112.3639,759.133,0.3795665,0.4957814,0.3172331,0,250,0.3172331,1524.814,25.69344,60.9298,0,0,0,37.11667,27.44665,9.670022,323.3354,0,578.1248,0,-5.684342e-14,1.664224e-13,4.263256e-14,109.2475,3.116356,21.34332,112.967,0,0,4.350121,4.440892e-15
naive,2026-01-05 02:15:00,9,2.25,21.92612,2979.205,108.2238,7.84618,16.60644,1,1,2085.444,2085.127,536.4749,295.6986,832.1735,2,0,0,32.1735,800,0,111.3928,731.1653,0.3655827,0.4780149,0.3172331,0,250,0.3172331,1548.652,25.24304,61.07893,0,4.677226,0,37.53799,27.87573,9.662258,323.5743,0,586.5031,0,0,-1.354472e-14,4.263256e-14,108.2238,3.168954,16.60644,112.9,0,0,8.636605,6.661338e-15
