controller,timestamp,step,hour,ambient_c,it_kw,dhw_demand_kw,process_demand_kw,cooling_demand_kw,grid_available,grid_roster_available,site_captured_kw,captured_kw,hp_absorbed_kw,hp_compressor_kw,hp_delivered_kw,hp_units_on,dhw_heat_kw,process_heat_kw,absorption_heat_kw,orc_heat_kw,store_charge_kw,store_discharge_kw,store_energy_kwh,store_soc,store_standing_loss_kw,buffer_charge_kw,buffer_discharge_kw,buffer_energy_kwh,buffer_standing_loss_kw,rejected_kw,absorption_cooling_kw,orc_electric_kw,fallback_dhw_kw,fallback_process_kw,fallback_cooling_kw,baseline_rejection_electric_kw,actual_rejection_electric_kw,cooling_electric_saving_kw,grid_electric_kw,diesel_electric_kw,net_cost_inr,source_balance_residual_kw,hp_balance_residual_kw,store_balance_residual_kw,buffer_balance_residual_kw,dhw_served_kw,process_served_kw,cooling_served_kw,store_discharge_commanded_kw,store_charge_commanded_kw,dumped_heat_kw,surplus_cooling_kw,service_balance_residual_kw
mpc,2026-01-05 00:00:00,0,0,33.4779,3255.844,56.74595,0,55.99831,1,1,2279.091,1779.091,116.4895,33.51046,150,1,150,0,0,0,0,0,999.8426,0.4999213,0.6296853,500,0,249.9603,0.1586165,1662.601,0,0,0,0,55.99831,498.9874,364.0122,134.9751,409.7831,0,819.5661,0,-1.421085e-14,1.669775e-13,7.81597e-14,56.74595,0,0,150,0,93.25405,0,0
mpc,2026-01-05 00:15:00,1,0.25,32.8874,3301.693,50.47421,0.3148565,38.74887,1,1,2311.185,2310.709,0,0,0,0,0,0,0,0,0,50.78907,986.9879,0.493494,0.6295862,0.4757993,0,250,0.3171828,2310.709,0,0,0,0,38.74887,498.919,498.8163,0.1027115,507.1811,0,1014.362,0,0,1.256772e-13,4.996004e-15,50.47421,0.3148565,0,300,0,0,0,4.440892e-16
mpc,2026-01-05 00:30:00,2,0.5,32.69182,3344.966,51.13726,2.675151,53.10505,1,1,2341.476,2341.159,0,0,0,0,0,0,0,0,0,51.29468,974.0089,0.4870044,0.6214918,0.3172331,0,250,0.3172331,2341.159,0,0,0,2.517722,53.10505,503.1213,503.0532,0.06816501,514.4641,0,1033.271,0,0,7.871481e-14,4.263256e-14,51.13726,0.1574282,0,53.76751,0,0,0,1.554312e-15
mpc,2026-01-05 00:45:00,3,0.75,32.37163,3341.084,62.28492,6.956063,38.38987,1,1,2338.759,2338.441,0,0,0,0,0,0,0,0,0,53.76751,960.4137,0.4802068,0.6133191,0.3172331,0,250,0.3172331,2338.441,0,0,8.674843,6.798635,38.38987,498.7627,498.695,0.06765299,506.882,0,1040.456,0,0,9.514611e-14,4.263256e-14,53.61008,0.1574282,0,53.76751,0,0,0,1.554312e-15
mpc,2026-01-05 01:00:00,4,1,32.07294,3332.231,66.73355,7.635904,66.87607,1,1,2332.562,2332.245,0,0,0,0,0,0,0,0,0,57.6471,945.8507,0.4729253,0.6047584,0.3172331,0,250,0.3172331,2332.245,0,0,11.57297,5.149387,66.87607,493.9801,493.9129,0.06718227,508.0756,0,1044.997,0,0,-1.432188e-13,4.263256e-14,55.16058,2.486518,0,57.6471,0,0,0,-2.220446e-15
mpc,2026-01-05 01:15:00,5,1.25,31.81244,3318.101,58.5654,4.663508,55.69026,1,1,2322.671,2322.353,0,0,0,0,0,0,0,0,0,57.6471,931.29,0.465645,0.5955883,0.3172331,0,250,0.3172331,2322.353,0,0,3.40481,2.17699,55.69026,488.9183,488.8515,0.06677703,500.5742,0,1010.777,0,0,2.420286e-14,4.263256e-14,55.16058,2.486518,0,57.6471,0,0,0,-2.220446e-15
mpc,2026-01-05 01:30:00,6,1.5,31.32527,3292.396,57.43148,8.390797,39.76622,1,1,2304.677,2304.36,0,0,0,0,0,0,0,0,0,61.13906,915.8587,0.4579293,0.5864197,0.3172331,0,250,0.3172331,2304.36,0,0,0,4.683216,39.76622,479.7194,479.6533,0.06603217,487.9307,0,983.9399,0,0,9.336976e-14,4.263256e-14,57.43148,3.70758,0,61.36446,0,0,0,-2.220446e-15
mpc,2026-01-05 01:45:00,7,1.75,31.08296,3334.687,54.24332,0,30.11655,1,1,2334.281,2333.964,0,0,0,0,0,0,0,0,0,54.24332,902.1537,0.4510768,0.5767028,0.3172331,0,250,0.3172331,2333.964,0,0,0,0,30.11655,483.2006,483.1349,0.06566784,489.3691,0,978.7382,0,0,-7.227552e-14,4.263256e-14,54.24332,0,0,61.36446,0,0,0,0
mpc,2026-01-05 02:00:00,8,2,30.76814,3280.048,63.36478,4.315067,59.17904,1,1,2296.034,2295.716,0,0,0,0,0,0,0,0,0,61.03155,886.7537,0.4433769,0.5680729,0.3172331,0,250,0.3172331,2295.716,0,0,6.162764,0.4855317,59.17904,471.9004,471.8352,0.06520045,483.9982,0,979.4647,0,0,-2.664535e-15,4.263256e-14,57.20201,3.829535,0,61.03155,0,0,0,-1.332268e-15
mpc,2026-01-05 02:15:00,9,2.25,31.00975,3269.956,56.37728,4.919361,60.70335,1,1,2288.969,2288.652,0,0,0,0,0,0,0,0,0,60.20681,871.5625,0.4357812,0.5583758,0.3172331,0,250,0.3172331,2288.652,0,0,0,1.089826,60.70335,473.0323,472.9667,0.06555855,485.5115,0,972.903,0,0,2.58682e-14,4.263256e-14,56.37728,3.829535,0,61.03155,0,0,0,-1.332268e-15
mpc,2026-01-05 02:30:00,10,2.5,30.85335,3212.45,65.15183,3.240686,58.05441,1,1,2248.715,2248.397,0,0,0,0,0,0,0,0,0,60.9765,856.1811,0.4280906,0.5488101,0.3172331,0,250,0.3172331,2248.397,0,0,7.416017,0,58.05441,463.0671,463.0017,0.06532629,474.9566,0,962.7058,0,0,1.766365e-13,4.263256e-14,57.73581,3.240686,0,61.72288,0,0,0,1.332268e-15
mpc,2026-01-05 02:45:00,11,2.75,30.63335,3185.051,74.26718,4.910944,37.60226,1,1,2229.536,2229.219,0,0,0,0,0,0,0,0,0,61.72288,840.6156,0.4203078,0.5391247,0.3172331,0,250,0.3172331,2229.219,0,0,16.53137,0.9238738,37.60226,456.8411,456.7761,0.06500236,464.4809,0,959.0721,0,0,-2.020606e-13,4.263256e-14,57.73581,3.987071,0,61.72288,0,0,0,2.664535e-15
mpc,2026-01-05 03:00:00,12,3,30.43611,3209.399,67.62962,7.687575,38.74519,1,1,2246.58,2246.262,0,0,0,0,0,0,0,0,0,63.73329,824.55,0.412275,0.5293233,0.3172331,0,250,0.3172331,2246.262,0,0,7.898194,3.685713,38.74519,458.296,458.2313,0.06471467,466.1352,0,952.2526,0,0,-1.14575e-13,4.263256e-14,59.73143,4.001861,0,63.73329,0,0,0,1.776357e-15
mpc,2026-01-05 03:15:00,13,3.25,30.20266,3231.192,82.58153,2.887835,34.35028,1,1,2261.835,2261.517,0,0,0,0,0,0,0,0,0,62.61926,808.7653,0.4043827,0.519207,0.3172331,0,250,0.3172331,2261.517,0,0,22.8501,0,34.35028,459.0035,458.9391,0.06437742,465.9099,0,971.2363,0,0,-1.735279e-13,4.263256e-14,59.73143,2.887835,0,63.73329,0,0,0,-1.332268e-15
mpc,2026-01-05 03:30:00,14,3.5,29.93434,3246.321,75.85281,3.354024,48.47289,1,1,2272.425,2272.108,0,0,0,0,0,0,0,0,0,65.28176,792.3176,0.3961588,0.5092677,0.3172331,0,250,0.3172331,2272.108,0,0,13.92508,0,48.47289,458.4068,458.3428,0.06399412,468.1211,0,960.2629,0,0,-2.056133e-13,4.263256e-14,61.92774,3.354024,0,66.11329,0,0,0,3.108624e-15
mpc,2026-01-05 03:45:00,15,3.75,29.76917,3241.468,74.50268,1.226103,33.52437,1,1,2269.027,2268.71,0,0,0,0,0,0,0,0,0,63.15384,776.4044,0.3882022,0.4989108,0.3172331,0,250,0.3172331,2268.71,0,0,12.57495,0,33.52437,456.05,455.9863,0.06376043,462.7243,0,947.1404,0,0,-1.878497e-13,4.263256e-14,61.92774,1.226103,0,66.11329,0,0,0,-8.881784e-16
mpc,2026-01-05 04:00:00,16,4,29.73345,3228.335,85.44203,0.8005568,49.4027,1,1,2259.834,2259.517,0,0,0,0,0,0,0,0,0,64.38454,760.186,0.380093,0.4888905,0.3172331,0,250,0.3172331,2259.517,0,0,21.85804,0,49.4027,453.8439,453.7802,0.06371011,463.7017,0,965.1086,0,0,-6.82232e-14,4.263256e-14,63.58399,0.8005568,0,67.5326,0,0,0,5.77316e-15
mpc,2026-01-05 04:15:00,17,4.25,29.6188,3223.756,89.94312,4.008981,32.67657,1,1,2256.629,2256.312,0,0,0,0,0,0,0,0,0,67.5326,743.1832,0.3715916,0.478678,0.3172331,0,250,0.3172331,2256.312,0,0,26.35913,0.0603636,32.67657,452.0552,451.9916,0.06354915,458.5375,0,962.6487,0,0,1.021405e-14,4.263256e-14,63.58399,3.948617,0,67.5326,0,0,0,0
mpc,2026-01-05 04:30:00,18,4.5,29.67622,3225.823,106.7262,1.501514,22.06458,1,1,2258.076,2257.759,0,0,0,0,0,0,0,0,0,67.76423,726.1252,0.3630626,0.4679716,0.3172331,0,250,0.3172331,2257.759,0,0,40.46352,0,22.06458,452.9183,452.8546,0.06362967,457.2803,0,984.3602,0,0,1.934009e-13,4.263256e-14,66.26272,1.501514,0,70.0398,0,0,0,-2.442491e-15
mpc,2026-01-05 04:45:00,19,4.75,29.59771,3269.403,120.0007,0,26.22967,1,1,2288.582,2288.265,0,0,0,0,0,0,0,0,0,66.26272,709.4452,0.3547226,0.4572304,0.3172331,0,250,0.3172331,2288.265,0,0,53.73801,0,26.22967,458.2433,458.1798,0.06351964,463.4318,0,1019.562,0,0,1.514344e-13,4.263256e-14,66.26272,0,0,70.0398,0,0,0,0
mpc,2026-01-05 05:00:00,20,5,29.56542,3315.992,148.9899,0,29.23699,1,1,2321.194,2320.877,0,0,0,0,0,0,0,0,0,70.9728,691.5903,0.3457952,0.4467272,0.3172331,0,250,0.3172331,2320.877,0,0,78.01712,0,29.23699,464.4428,464.3793,0.06347449,470.2293,0,1075.038,0,0,1.179057e-13,4.263256e-14,70.9728,0,0,74.44724,0,0,0,0
mpc,2026-01-05 05:15:00,21,5.25,29.74775,3327.506,188.6656,4.854136,11.56719,1,1,2329.254,2328.937,0,0,0,0,0,0,0,0,0,74.44724,672.8696,0.3364348,0.4354843,0.3172331,0,250,0.3172331,2328.937,0,0,117.6928,1.37969,11.56719,467.9333,467.8696,0.06373025,470.1934,0,1145.787,0,0,6.761258e-14,4.263256e-14,70.9728,3.474446,0,74.44724,0,0,0,-3.108624e-15
mpc,2026-01-05 05:30:00,22,5.5,29.81396,3312.084,221.7614,8.520292,1.395165,1,1,2318.459,2318.142,0,0,0,0,0,0,0,0,0,83.24793,651.9517,0.3259759,0.4236961,0.3172331,0,250,0.3172331,2318.142,0,0,141.8927,5.141062,1.395165,466.4472,466.3834,0.06382363,466.664,0,1186.961,0,0,1.506573e-13,4.263256e-14,79.8687,3.37923,0,83.24793,0,0,0,8.881784e-16
mpc,2026-01-05 05:45:00,23,5.75,29.75964,3291.184,276.6528,8.956669,0,1,1,2303.829,2303.511,0,0,0,0,0,0,0,0,0,83.24793,631.0371,0.3155186,0.4105244,0.3172331,0,250,0.3172331,2303.511,0,0,196.784,5.577439,0,462.9471,462.8834,0.06374699,462.8834,0,1274.84,0,0,8.026912e-14,4.263256e-14,79.8687,3.37923,0,83.24793,0,0,0,8.881784e-16
mpc,2026-01-05 06:00:00,24,6,29.76526,3310.803,328.8912,12.11021,17.67979,1,1,2317.562,2317.245,0,0,0,0,0,0,0,0,0,97.80607,606.4862,0.3032431,0.3973548,0.3172331,0,250,0.3172331,2317.245,0,0,234.911,8.284377,17.67979,465.7647,465.701,0.06375491,469.2541,0,1358.02,0,0,1.227907e-13,4.263256e-14,93.98023,3.825834,0,97.80607,0,0,0,-3.108624e-15
mpc,2026-01-05 06:15:00,25,6.25,29.8822,3314.618,368.4566,7.759106,36.35858,1,1,2320.233,2319.915,0,0,0,0,0,0,0,0,0,97.80607,581.9393,0.2909696,0.3818955,0.3172331,0,250,0.3172331,2319.915,0,0,274.4764,3.933272,36.35858,467.51,467.4461,0.06392016,474.7721,0,1429.801,0,0,1.801892e-13,4.263256e-14,93.98023,3.825834,0,97.80607,0,0,0,-3.108624e-15
mpc,2026-01-05 06:30:00,26,6.5,30.19612,3276.977,406.409,3.236624,48.98521,1,1,2293.884,2293.567,0,0,0,0,0,0,0,0,0,116.8087,552.6455,0.2763227,0.3664386,0.3172331,0,250,0.3172331,2293.567,0,0,292.8369,0,48.98521,465.4394,465.375,0.06436802,475.3143,0,1455.772,0,0,-1.788014e-13,4.263256e-14,113.5721,3.236624,0,117.8678,0,0,0,-1.776357e-15
mpc,2026-01-05 06:45:00,27,6.75,30.23615,3337.033,431.3372,0,52.79315,1,1,2335.923,2335.606,0,0,0,0,0,0,0,0,0,113.5721,524.1655,0.2620827,0.3479928,0.3172331,0,250,0.3172331,2335.606,0,0,317.7651,0,52.79315,474.3932,474.3288,0.06442558,485.0504,0,1518.246,0,0,-1.436073e-13,4.263256e-14,113.5721,0,0,117.8678,0,0,0,0
mpc,2026-01-05 07:00:00,28,7,30.29633,3350.642,429.8906,1.723363,59.34968,1,1,2345.45,2345.132,0,0,0,0,0,0,0,0,0,137.1026,489.8073,0.2449036,0.3300593,0.3172331,0,250,0.3172331,2345.132,0,0,294.5114,0,59.34968,476.9691,476.9046,0.06451232,488.9739,0,1485.98,0,0,-7.388534e-14,4.263256e-14,135.3793,1.723363,0,139.4838,0,0,0,2.442491e-15
mpc,2026-01-05 07:15:00,29,7.25,30.53478,3356.392,426.4957,3.327995,52.19138,1,1,2349.475,2349.157,0,0,0,0,0,0,0,0,0,138.7073,455.0534,0.2275267,0.3084245,0.3172331,0,250,0.3172331,2349.157,0,0,291.1164,0,52.19138,480.3498,480.285,0.06485827,490.9555,0,1484.087,0,0,4.607426e-15,4.263256e-14,135.3793,3.327995,0,139.4838,0,0,0,6.661338e-15
mpc,2026-01-05 07:30:00,30,7.5,30.5411,3349.434,405.224,0,56.16338,1,1,2344.604,2344.287,0,0,0,0,0,0,0,0,0,154.9002,416.2567,0.2081283,0.2865404,0.3172331,0,250,0.3172331,2344.287,0,0,250.3238,0,56.16338,479.4222,479.3573,0.06486749,490.8415,0,1413.491,0,0,-1.21847e-13,4.263256e-14,154.9002,0,0,158.8994,0,0,0,0
mpc,2026-01-05 07:45:00,31,7.75,30.64132,3347.388,365.4782,8.237245,55.45397,1,1,2343.171,2342.854,0,0,0,0,0,0,0,0,0,158.8994,376.4663,0.1882331,0.2621107,0.3172331,0,250,0.3172331,2342.854,0,0,210.578,4.238001,55.45397,480.2117,480.1467,0.06501404,491.5115,0,1353.581,0,0,-6.161738e-14,4.263256e-14,154.9002,3.999244,0,158.8994,0,0,0,-1.332268e-15
mpc,2026-01-05 08:00:00,32,8,30.90901,3397.864,327.6245,272.8162,56.09902,1,1,2378.505,2378.188,116.4895,33.51046,150,1,150,0,0,0,0,23.31008,370.5795,0.1852898,0.2370553,0.3172331,0,250,0.3172331,2261.698,0,0,158.3211,268.8095,56.09902,490.4125,466.3287,24.08383,511.4059,0,1759.612,0,-1.421085e-14,-4.599099e-14,4.263256e-14,169.3034,4.006705,0,23.31008,0,0,0,-8.881784e-16
mpc,2026-01-05 08:15:00,33,8.25,31.14927,3391.82,273.6069,267.2667,86.39319,1,1,2374.274,2373.956,116.4895,33.51046,150,1,150,0,0,0,0,23.31008,364.6937,0.1823468,0.2333485,0.3172331,0,250,0.3172331,2257.467,0,0,104.3035,263.26,86.39319,492.2223,468.0065,24.21578,519.4276,0,1672.902,0,-1.421085e-14,-8.670842e-14,4.263256e-14,169.3034,4.006705,0,23.31008,0,0,0,-8.881784e-16
mpc,2026-01-05 08:30:00,34,8.5,31.33775,3419.266,208.5784,263.5895,88.7989,1,1,2393.486,2393.169,116.4895,33.51046,150,1,150,0,0,0,0,46.68344,352.9654,0.1764827,0.2296422,0.3172331,0,250,0.3172331,2276.68,0,0,31.55073,243.9337,88.7989,498.3474,474.027,24.32032,526.0263,0,1527.263,0,-1.421085e-14,-6.794565e-14,4.263256e-14,177.0276,19.65581,0,46.68344,0,0,0,7.105427e-15
