controller,timestamp,step,hour,ambient_c,it_kw,dhw_demand_kw,process_demand_kw,cooling_demand_kw,grid_available,grid_roster_available,site_captured_kw,captured_kw,hp_absorbed_kw,hp_compressor_kw,hp_delivered_kw,hp_units_on,dhw_heat_kw,process_heat_kw,absorption_heat_kw,orc_heat_kw,store_charge_kw,store_discharge_kw,store_energy_kwh,store_soc,store_standing_loss_kw,buffer_charge_kw,buffer_discharge_kw,buffer_energy_kwh,buffer_standing_loss_kw,rejected_kw,absorption_cooling_kw,orc_electric_kw,fallback_dhw_kw,fallback_process_kw,fallback_cooling_kw,baseline_rejection_electric_kw,actual_rejection_electric_kw,cooling_electric_saving_kw,grid_electric_kw,diesel_electric_kw,net_cost_inr,source_balance_residual_kw,hp_balance_residual_kw,store_balance_residual_kw,buffer_balance_residual_kw,dhw_served_kw,process_served_kw,cooling_served_kw,store_discharge_commanded_kw,store_charge_commanded_kw,dumped_heat_kw,surplus_cooling_kw,service_balance_residual_kw
tuned,2026-01-05 00:00:00,0,0,33.4779,3255.844,56.74595,0,55.99831,1,1,2279.091,1779.091,613.0214,186.9786,800,2,200,100,0,0,500,0,1124.843,0.5624213,0.6296853,500,0,249.9603,0.1586165,1166.069,0,0,0,0,55.99831,498.9874,255.3009,243.6865,454.5398,0,909.0797,0,-2.842171e-14,-2.877698e-13,7.81597e-14,56.74595,0,0,0,500,243.254,0,0
tuned,2026-01-05 00:15:00,1,0.25,32.8874,3301.693,50.47421,0.3148565,38.74887,1,1,2311.185,2310.709,432.3672,124.3788,556.746,2,56.74595,0,0,0,500,0,1249.666,0.6248328,0.7082969,0.4757993,0,250,0.3171828,1878.342,0,0,0,0.3148565,38.74887,498.919,405.4805,93.43846,538.2241,0,1076.991,0,0,4.448664e-13,4.996004e-15,50.47421,0,0,0,500,6.27174,0,-7.105427e-15
tuned,2026-01-05 00:30:00,2,0.5,32.69182,3344.966,51.13726,2.675151,53.10505,1,1,2341.476,2341.159,430.0412,123.7264,553.7675,2,53.61008,0.1574282,0,0,500,0,1374.469,0.6872344,0.786896,0.3172331,0,250,0.3172331,1911.118,0,0,0,2.517722,53.10505,503.1213,410.6487,92.47264,545.7859,0,1095.915,0,-5.684342e-14,-2.415845e-13,4.263256e-14,51.13726,0.1574282,0,0,500,2.472825,0,-4.263256e-14
tuned,2026-01-05 00:45:00,3,0.75,32.37163,3341.084,62.28492,6.956063,38.38987,1,1,2338.759,2338.441,116.4073,33.59275,150,1,52.78581,0.996669,0,0,96.21752,0,1398.307,0.6991534,0.8654828,0.3172331,0,250,0.3172331,2222.034,0,0,9.499118,5.959394,38.38987,498.7627,473.8701,24.89261,515.6498,0,1057.966,0,-1.421085e-14,-3.855805e-13,4.263256e-14,52.78581,0.996669,0,0,96.21752,0,0,0
tuned,2026-01-05 01:00:00,4,1,32.07294,3332.231,66.73355,7.635904,66.87607,1,1,2332.562,2332.245,116.2842,33.71575,150,1,55.16059,2.486517,0,0,92.3529,0,1421.175,0.7105874,0.8804933,0.3172331,0,250,0.3172331,2215.961,0,0,11.57297,5.149387,66.87607,493.9801,469.2867,24.69337,517.1652,0,1063.176,0,0,2.464695e-13,4.263256e-14,55.16059,2.486517,0,0,92.3529,0,0,0
tuned,2026-01-05 01:15:00,5,1.25,31.81244,3318.101,58.5654,4.663508,55.69026,1,1,2322.671,2322.353,116.1992,33.80078,150,1,57.47518,3.516395,0,0,89.00843,0,1443.203,0.7216016,0.894893,0.3172331,0,250,0.3172331,2206.154,0,0,1.090216,1.147113,55.69026,488.9183,464.3918,24.52652,509.9153,0,1023.69,0,-1.421085e-14,1.272316e-13,4.263256e-14,57.47518,3.516395,0,0,89.00843,0,0,-1.421085e-14
tuned,2026-01-05 01:30:00,6,1.5,31.32527,3292.396,57.43148,8.390797,39.76622,1,1,2304.677,2304.36,116.1834,33.81656,150,1,57.65688,3.70758,0,0,88.63554,0,1465.135,0.7325675,0.9087639,0.3172331,0,250,0.3172331,2188.177,0,0,0,4.683216,39.76622,479.7194,455.4697,24.24965,497.5636,0,1003.206,0,-7.105427e-15,4.423129e-13,4.263256e-14,57.43148,3.70758,0,0,88.63554,0.225404,0,7.105427e-15
tuned,2026-01-05 01:45:00,7,1.75,31.08296,3334.687,54.24332,0,30.11655,1,1,2334.281,2333.964,116.1282,33.8718,150,1,57.62468,4.376611,0,0,87.99871,0,1486.904,0.743452,0.922574,0.3172331,0,250,0.3172331,2217.836,0,0,0,0,30.11655,483.2006,459.0961,24.10442,499.2021,0,998.4043,0,-2.131628e-14,-3.497203e-14,4.263256e-14,54.24332,0,0,0,87.99871,7.757977,0,-1.598721e-14
tuned,2026-01-05 02:00:00,8,2,30.76814,3280.048,63.36478,4.315067,59.17904,1,1,2296.034,2295.716,116.1734,33.82663,150,1,57.20201,3.829535,0,0,88.96845,0,1508.912,0.754456,0.9362817,0.3172331,0,250,0.3172331,2179.543,0,0,6.162765,0.4855318,59.17904,471.9004,447.9583,23.94214,493.9479,0,999.3641,0,0,-2.954303e-13,4.263256e-14,57.20201,3.829535,0,0,88.96845,0,0,-1.421085e-14
tuned,2026-01-05 02:15:00,9,2.25,31.00975,3269.956,56.37728,4.919361,60.70335,1,1,2288.969,2288.652,116.1689,33.83109,150,1,57.88676,3.883483,0,0,88.22975,0,1530.732,0.765366,0.9501398,0.3172331,0,250,0.3172331,2172.483,0,0,0,1.035878,60.70335,473.0323,448.9596,24.07272,495.3355,0,992.4578,0,7.105427e-15,3.73257e-13,4.263256e-14,56.37728,3.883483,0,0,88.22975,1.509486,0,1.421085e-14
