controller,timestamp,step,hour,ambient_c,it_kw,dhw_demand_kw,process_demand_kw,cooling_demand_kw,grid_available,grid_roster_available,site_captured_kw,captured_kw,hp_absorbed_kw,hp_compressor_kw,hp_delivered_kw,hp_units_on,dhw_heat_kw,process_heat_kw,absorption_heat_kw,orc_heat_kw,store_charge_kw,store_discharge_kw,store_energy_kwh,store_soc,store_standing_loss_kw,buffer_charge_kw,buffer_discharge_kw,buffer_energy_kwh,buffer_standing_loss_kw,rejected_kw,absorption_cooling_kw,orc_electric_kw,fallback_dhw_kw,fallback_process_kw,fallback_cooling_kw,baseline_rejection_electric_kw,actual_rejection_electric_kw,cooling_electric_saving_kw,grid_electric_kw,diesel_electric_kw,net_cost_inr,source_balance_residual_kw,hp_balance_residual_kw,store_balance_residual_kw,buffer_balance_residual_kw
naive,2026-01-05 00:00:00,0,0,33.47789,3255.844,56.74595,0,55.99831,1,1,2279.091,1779.091,755.1298,392.0924,1147.222,3,0,0,347.2222,800,0,300,924.8426,0.4624213,0.6296853,500,0,249.9604,0.1586165,1023.961,240.3392,48.9294,0,0,0,498.9873,224.1874,274.7999,616.2799,0,1177.514,0,-5.684342e-14,1.669775e-13,7.81597e-14
naive,2026-01-05 00:15:00,1,0.25,33.20246,3267.547,47.76979,0,63.75339,1,1,2287.283,2286.807,570.294,310.6077,880.9017,2,0,0,80.90174,800,0,56.74595,910.5105,0.4552553,0.5823598,0.4757993,0,250,0.3171828,1716.513,56.17657,49.21908,0,0,7.57681,497.481,373.3393,124.1417,685.595,0,1315.819,0,5.684342e-14,8.615331e-14,4.996004e-15
naive,2026-01-05 00:30:00,2,0.5,33.03106,3235.011,51.79997,4.110644,33.22831,1,1,2264.508,2264.19,574.0865,312.2797,886.3662,2,0,0,86.36622,800,0,52.25787,897.3027,0.4486514,0.5733351,0.3172331,0,250,0.3172331,1690.104,60.08943,49.39935,0,4.110644,0,490.5159,366.0941,124.4218,678.3738,0,1308.264,0,-5.684342e-14,1.809663e-13,4.263256e-14
naive,2026-01-05 00:45:00,3,0.75,32.79322,3201.395,56.56748,2.191848,26.90758,1,1,2240.977,2240.659,565.1337,308.3328,873.4665,2,0,0,73.46654,800,0,53.47545,883.7926,0.4418963,0.5650184,0.3172331,0,250,0.3172331,1675.525,51.25424,49.6495,4.462239,0.8216337,0,482.6835,360.8911,121.7924,669.2239,0,1291.707,0,-5.684342e-14,-9.769963e-14,4.263256e-14
naive,2026-01-05 01:00:00,4,1,32.47742,3198.195,51.30221,3.777693,49.74903,1,1,2238.736,2238.419,559.0554,305.6532,864.7086,2,0,0,64.70863,800,0,54.79642,869.9543,0.4349772,0.5565112,0.3172331,0,250,0.3172331,1679.364,45.30773,49.98164,0,2.202069,4.441307,478.6199,359.0315,119.5884,665.6342,0,1278.838,0,5.684342e-14,1.700862e-13,4.263256e-14
naive,2026-01-05 01:15:00,5,1.25,32.28589,3240.208,55.94951,6.274472,35.9778,1,1,2268.146,2267.828,559.9411,306.0437,865.9848,2,0,0,65.98482,800,0,54.85312,856.1041,0.4280521,0.5477975,0.3172331,0,250,0.3172331,1707.887,46.30239,50.18309,3.112431,4.258435,0,482.7329,363.4922,119.2406,669.5359,0,1295.331,0,0,-6.705747e-14,4.263256e-14
naive,2026-01-05 01:30:00,6,1.5,32.22374,3190.189,60.9267,6.646545,27.08737,1,1,2233.132,2232.815,558.2276,305.2883,863.5159,2,0,0,63.51591,800,0,56.0816,841.9489,0.4209745,0.5390762,0.3172331,0,250,0.3172331,1674.587,44.60151,50.24845,7.57088,3.920769,0,474.5903,355.8871,118.7032,661.1754,0,1285.644,0,-5.684342e-14,-4.207745e-14,4.263256e-14
naive,2026-01-05 01:45:00,7,1.75,32.12122,3170.411,53.56366,5.24665,28.18256,1,1,2219.288,2218.97,555.7388,304.1911,859.9299,2,0,0,59.92994,800,0,57.72326,827.3856,0.4136928,0.5301629,0.3172331,0,250,0.3172331,1663.232,42.13256,50.35628,0,1.960764,0,470.5205,352.6287,117.8918,656.8198,0,1260.371,0,5.684342e-14,1.468825e-13,4.263256e-14
naive,2026-01-05 02:00:00,8,2,31.81182,3137.399,59.27388,1.537075,26.9443,1,1,2196.179,2195.862,554.0059,303.4272,857.4331,2,0,0,57.43311,800,0,57.85914,812.7906,0.4063953,0.5209926,0.3172331,0,250,0.3172331,1641.856,40.51937,50.68169,4.945716,0,0,462.2854,345.6029,116.6824,649.0301,0,1249.575,0,-5.684342e-14,-2.19047e-13,4.263256e-14
naive,2026-01-05 02:15:00,9,2.25,31.44127,3126.691,65.01409,3.711207,47.67062,1,1,2188.684,2188.367,552.5087,302.7671,855.2758,2,0,0,55.27581,800,0,58.18712,798.1158,0.3990579,0.5118023,0.3172331,0,250,0.3172331,1635.858,39.16124,51.07141,10.13641,0.4017703,8.509381,456.7885,341.4112,115.3774,645.9543,0,1252.631,0,5.684342e-14,1.760814e-13,4.263256e-14
