controller,timestamp,step,hour,ambient_c,it_kw,dhw_demand_kw,process_demand_kw,cooling_demand_kw,grid_available,grid_roster_available,site_captured_kw,captured_kw,hp_absorbed_kw,hp_compressor_kw,hp_delivered_kw,hp_units_on,dhw_heat_kw,process_heat_kw,absorption_heat_kw,orc_heat_kw,store_charge_kw,store_discharge_kw,store_energy_kwh,store_soc,store_standing_loss_kw,buffer_charge_kw,buffer_discharge_kw,buffer_energy_kwh,buffer_standing_loss_kw,rejected_kw,absorption_cooling_kw,orc_electric_kw,fallback_dhw_kw,fallback_process_kw,fallback_cooling_kw,baseline_rejection_electric_kw,actual_rejection_electric_kw,cooling_electric_saving_kw,grid_electric_kw,diesel_electric_kw,net_cost_inr,source_balance_residual_kw,hp_balance_residual_kw,store_balance_residual_kw,buffer_balance_residual_kw,dhw_served_kw,process_served_kw,cooling_served_kw,store_discharge_commanded_kw,store_charge_commanded_kw,dumped_heat_kw,surplus_cooling_kw,service_balance_residual_kw
mpc,2026-01-05 00:00:00,0,0,26.20632,2691.497,81.81974,0,28.67395,1,1,1884.048,1384.048,116.4895,33.51046,150,1,150,0,0,0,0,0,999.8426,0.4999213,0.6296853,500,0,249.9603,0.1586165,1267.559,0,0,0,0,28.67395,351.0231,236.163,114.8602,275.0157,0,550.0315,0,-1.421085e-14,1.669775e-13,7.81597e-14,81.81974,0,0,150,0,68.18026,0,0
mpc,2026-01-05 00:15:00,1,0.25,25.99309,2695.162,87.4529,2.098504,27.38322,1,1,1886.614,1886.138,0,0,0,0,0,0,0,0,0,89.5514,977.2973,0.4886487,0.6295862,0.4757993,0,250,0.3171828,1886.138,0,0,0,0,27.38322,349.9717,349.8834,0.08826201,354.9631,0,709.9262,0,0,1.825207e-13,4.996004e-15,87.4529,2.098504,0,300,0,0,0,-5.77316e-15
mpc,2026-01-05 00:30:00,2,0.5,25.79702,2682.445,94.89978,5.649267,24.96052,1,1,1877.711,1877.394,0,0,0,0,0,0,0,0,0,85.68557,955.7221,0.477861,0.6153898,0.3172331,0,250,0.3172331,1877.394,0,0,10.26346,4.600015,24.96052,346.9323,346.8737,0.05861306,351.4855,0,728.6104,0,0,1.277867e-13,4.263256e-14,84.63632,1.049252,0,85.68557,0,0,0,-1.998401e-15
mpc,2026-01-05 00:45:00,3,0.75,25.34054,2672.501,56.98444,4.159105,22.98412,1,1,1870.751,1870.433,0,0,0,0,0,0,0,0,0,58.0337,941.0632,0.4705316,0.6018042,0.3172331,0,250,0.3172331,1870.433,0,0,0,3.109853,22.98412,342.469,342.4109,0.05807428,346.6185,0,698.6015,0,0,2.2915e-13,4.263256e-14,56.98444,1.049252,0,85.68557,0,0,0,-1.998401e-15
mpc,2026-01-05 01:00:00,4,1,25.44325,2634.935,84.27647,4.747329,19.20867,1,1,1844.455,1844.137,0,0,0,0,0,0,0,0,0,83.26594,920.0986,0.4600493,0.5925737,0.3172331,0,250,0.3172331,1844.137,0,0,3.987251,1.77061,19.20867,338.3549,338.2967,0.05819464,341.8204,0,693.5732,0,0,8.071321e-14,4.263256e-14,80.28922,2.976719,0,83.26594,0,0,0,-8.881784e-16
mpc,2026-01-05 01:15:00,5,1.25,25.46082,2643.174,89.42975,1.85405,20.29833,1,1,1850.222,1849.905,0,0,0,0,0,0,0,0,0,82.14327,899.4179,0.449709,0.5793726,0.3172331,0,250,0.3172331,1849.905,0,0,9.140534,0,20.29833,339.5332,339.475,0.05821527,343.1999,0,702.1673,0,0,1.285638e-13,4.263256e-14,80.28922,1.85405,0,83.26594,0,0,0,5.77316e-15
mpc,2026-01-05 01:30:00,6,1.5,25.28932,2642.369,92.48858,0.1487175,21.65785,1,1,1849.658,1849.341,0,0,0,0,0,0,0,0,0,82.6259,878.6199,0.4393099,0.5663503,0.3172331,0,250,0.3172331,1849.341,0,0,10.0114,0,21.65785,338.2588,338.2008,0.05801444,342.1615,0,701.5927,0,0,1.820766e-13,4.263256e-14,82.47718,0.1487175,0,85.56189,0,0,0,-6.050715e-15
mpc,2026-01-05 01:45:00,7,1.75,25.26617,2616.865,98.52211,2.147832,21.01238,1,1,1831.805,1831.488,0,0,0,0,0,0,0,0,0,84.62501,857.3253,0.4286627,0.5532541,0.3172331,0,250,0.3172331,1831.488,0,0,16.04493,0,21.01238,334.838,334.78,0.05798743,338.6209,0,704.9192,0,0,-5.706546e-14,4.263256e-14,82.47718,2.147832,0,85.56189,0,0,0,1.332268e-15
mpc,2026-01-05 02:00:00,8,2,25.1828,2616.874,100.8852,3.922613,19.13349,1,1,1831.812,1831.495,0,0,0,0,0,0,0,0,0,88.33482,835.1066,0.4175533,0.5398452,0.3172331,0,250,0.3172331,1831.495,0,0,15.15094,1.322012,19.13349,334.2789,334.221,0.05789039,337.7126,0,703.841,0,0,-1.613154e-13,4.263256e-14,85.73422,2.600601,0,88.33482,0,0,0,8.881784e-16
mpc,2026-01-05 02:15:00,9,2.25,24.9962,2641.189,105.3681,3.878706,14.41397,1,1,1848.832,1848.515,0,0,0,0,0,0,0,0,0,88.33482,812.8915,0.4064457,0.5258544,0.3172331,0,250,0.3172331,1848.515,0,0,19.63384,1.278105,14.41397,33.27898,33.27327,0.005710195,35.89379,0,107.8607,0,0,-1.226796e-13,4.263256e-14,85.73422,2.600601,0,88.33482,0,0,0,8.881784e-16
