run_id,study_group,scenario,city,controller,seed,days,demand_scale,perfect_forecast,parameter_draw,recovery_fraction_it,recovery_fraction_captured,it_heat_mwh,captured_mwh,absorbed_mwh,compressor_mwh,dhw_delivered_mwh,process_delivered_mwh,dhw_hp_mwh,process_hp_mwh,absorption_heat_mwh,absorption_cooling_mwh,orc_heat_mwh,orc_electric_mwh,store_charge_mwh,store_charge_commanded_mwh,store_discharge_mwh,store_discharge_dhw_mwh,store_discharge_process_mwh,dumped_heat_mwh,surplus_cooling_mwh,store_net_change_mwh,store_standing_loss_mwh,buffer_net_change_mwh,buffer_standing_loss_mwh,rejected_mwh,unmet_demand_percent,fallback_demand_percent,cooling_electric_saving_percent,net_cost_inr,max_source_residual_kw,max_hp_residual_kw,max_store_residual_kw,max_buffer_residual_kw,max_service_residual_kw,max_balance_residual_kw,mpc_solves,mpc_time_limited_solves,parameters_json
sweep__A__tuned__seed0__days30__scale0.5__perfect0__drawnone,sweep,A,Nagpur,tuned,0,30,0.5,False,-1,0.0479877135202568,0.0685538764575097,2488.7906894790817,1742.153482635357,119.43137461860458,45.21700490490709,51.851497105338304,26.242327848222896,32.27337887320822,22.679600787199288,79.47491228209168,50.47177078008964,0.0,0.0,30.22048758101247,30.22048758101247,29.39503546140405,20.955593811147043,8.439441650257006,6.254190168250358,2.475655078810081,0.1158929436424678,0.7095591759659555,0.125,0.2283681524982908,1622.3687398642544,0.0,21.61232027063805,7.016048227855804,5362198.932226363,0.0,1.1368683772161605e-13,4.757305660518796e-13,7.815970093361102e-14,8.171241461241152e-14,4.757305660518796e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__B__tuned__seed0__days30__scale3__perfect0__drawnone,sweep,B,Bhopal,tuned,0,30,3.0,False,-1,0.2359586523846753,0.3370837891209647,2057.4003033027075,1440.180212311895,485.4614029831291,155.41735627092584,468.6756702888586,129.71520690309845,399.19601116829006,148.2899871985754,0.0,0.0,0.0,0.0,93.39276088718948,93.39276088718948,93.58511395433128,81.95659190684172,11.628522047489536,42.680235129239705,0.0,-0.5500826412446579,0.3577295741028689,0.125,0.2283681524982908,954.3654411762678,0.0,30.662431626063736,33.76344865261479,5522730.504056305,0.0,3.410605131648481e-13,4.831690603168681e-13,7.815970093361102e-14,3.410605131648481e-13,4.831690603168681e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__A__tuned__seed1__days30__scale0.5__perfect0__drawnone,sweep,A,Nagpur,tuned,1,30,0.5,False,-1,0.0482371703682679,0.0689102433832399,2485.7953327856485,1740.0567329499538,119.9077329682266,45.46086123564855,51.72582368707501,26.26459149182596,32.15431642809148,22.603679167239587,80.5556357135307,51.55197409424871,0.0,0.0,30.054962895013382,30.054962895013382,29.22917910040244,20.81770137977721,8.41147772062524,5.996759516832536,1.987911587238516,0.1160039709166956,0.7097798236942472,0.125,0.2283681524982908,1619.795631829229,0.0,21.18119814814777,7.062042112805524,5360418.3258533925,0.0,1.4210854715202006e-13,4.745093207247919e-13,7.815970093361102e-14,8.3322237998118e-14,4.745093207247919e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__B__tuned__seed1__days30__scale3__perfect0__drawnone,sweep,B,Bhopal,tuned,1,30,3.0,False,-1,0.2359826750782249,0.3371181072546071,2054.9241417694693,1438.4468992386282,484.9264960575849,155.2026544600041,468.98424639795695,129.26336865343438,398.64541603604346,147.71784647556842,0.0,0.0,0.0,0.0,93.7658880059772,93.7658880059772,93.95990986156583,82.29005351467649,11.66985634688934,42.07555732178636,0.0,-0.5500826412446579,0.3560607856560304,0.125,0.2283681524982908,953.1670350285452,0.0,30.672608644601365,33.84133029159533,5583518.270791106,0.0,3.979039320256561e-13,4.801714581503802e-13,7.815970093361102e-14,3.410605131648481e-13,4.801714581503802e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__A__tuned__seed2__days30__scale0.5__perfect0__drawnone,sweep,A,Nagpur,tuned,2,30,0.5,False,-1,0.0474281736616294,0.0677545338023278,2491.379377552548,1743.965564286783,118.1615737755646,44.63798198851437,52.10835310509277,26.25606218578279,32.670986893902146,22.651574890036663,77.49244196715784,49.680283619015,0.0,0.0,29.9845520129823,29.9845520129823,29.140727722256063,20.746788075551347,8.393939646704712,6.098874215319322,1.94061636321458,0.1341976104354478,0.7096266802907851,0.125,0.2283681524982908,1625.4506223587205,0.0,21.89552936905737,6.933270719290928,5357715.884386338,0.0,1.4210854715202006e-13,4.801714581503802e-13,7.815970093361102e-14,8.881784197001252e-14,4.801714581503802e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__B__tuned__seed2__days30__scale3__perfect0__drawnone,sweep,B,Bhopal,tuned,2,30,3.0,False,-1,0.2363015093236229,0.3375735847480328,2059.540285443439,1441.6781998104077,486.67247796308993,155.70701401098725,470.6841734500949,129.6354701834863,401.5022012630712,147.7375452883506,0.0,0.0,0.0,0.0,93.1397454226554,93.1397454226554,93.33215329268194,81.5047820472383,11.827371245443642,42.252256210522496,0.0,-0.5500826412446579,0.3576747712181281,0.125,0.2283681524982908,954.6523536948192,0.0,30.47359855133669,33.578579816668515,5510340.257048007,0.0,3.979039320256561e-13,4.813927034774679e-13,7.815970093361102e-14,2.842170943040401e-13,4.813927034774679e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__A__mpc__seed0__days30__scale5__perfect0__drawnone,sweep,A,Nagpur,mpc,0,30,5.0,False,-1,0.3163256792676466,0.4518938275252096,2488.7906894790817,1742.153482635357,787.2684054044653,273.4415339368798,541.6892735971707,268.32202580243774,514.8150566222746,252.13674168085484,189.66221617081308,123.9918432030516,0.0,0.0,100.38514679752372,104.0959248674025,100.46048464916676,45.43729086009917,55.023193789067605,61.11176162256666,3.539825655398943,-0.6503733777583605,0.5750355261153098,0.125,0.2283681524982908,954.5317090783936,0.0,43.05293045875746,45.78087081820586,8779071.5117646,0.0,5.115907697472721e-13,4.803935027553052e-13,7.815970093361102e-14,4.547473508864641e-13,5.115907697472721e-13,1440,6,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__C__mpc__seed0__days30__scale2__perfect0__drawnone,sweep,C,Coimbatore,mpc,0,30,2.0,False,-1,0.1847862296768622,0.2639803281098031,2322.8713101804765,1626.0099171263334,429.2346314328033,134.0608295361531,392.98131730956095,151.39588083221932,353.3862969475,99.54851085060147,0.0,0.0,0.0,0.0,110.1308687285738,110.360653170855,110.4849462987725,52.49145238371045,57.99349391506205,19.272340397374943,0.0,-0.7989898818498402,0.4449123116511271,0.125,0.2283681524982908,1196.4219175410317,0.0,24.396798740300785,30.818177443652296,3110108.191065601,0.0,5.115907697472721e-13,4.831690603168681e-13,7.815970093361102e-14,2.842170943040401e-13,5.115907697472721e-13,1440,6,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__A__mpc__seed1__days30__scale5__perfect0__drawnone,sweep,A,Nagpur,mpc,1,30,5.0,False,-1,0.3173500821372638,0.4533572601960912,2485.7953327856485,1740.0567329499538,788.8673530359526,274.2365381410573,542.0273097758806,267.5168378256813,513.6470485442561,250.61733391260384,194.3330606220724,127.8918129063206,0.0,0.0,100.81234099782424,104.5064480980775,101.00978155611054,45.65626652298415,55.35351503312639,59.42412351166183,2.4411526765507245,-0.7729860658539842,0.5755455075676831,0.125,0.2283681524982908,950.836011761503,0.0,42.96262433119544,45.93767297511424,8747572.728975998,0.0,4.547473508864641e-13,4.82502926502093e-13,7.815970093361102e-14,4.547473508864641e-13,4.82502926502093e-13,1440,9,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__C__mpc__seed1__days30__scale2__perfect0__drawnone,sweep,C,Coimbatore,mpc,1,30,2.0,False,-1,0.1847415795115851,0.2639165421594073,2320.075643933272,1624.05295075329,428.6144390465906,133.8722563282596,393.2569130395804,150.89957940528734,355.3301418975,99.45150434895524,0.00141142415,0.0011027227087083,0.0,0.0,107.51744040066109,107.703637704245,107.7717185559606,50.15367238187768,57.61804617408294,18.58306966113203,0.0,-0.7035141760820359,0.4492360207825129,0.125,0.2283681524982908,1195.0851435542013,0.0,24.33106806672213,30.398862951282062,3148803.71642185,0.0,3.979039320256561e-13,4.796163466380676e-13,7.815970093361102e-14,2.842170943040401e-13,4.796163466380676e-13,1440,3,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__A__mpc__seed2__days30__scale5__perfect0__drawnone,sweep,A,Nagpur,mpc,2,30,5.0,False,-1,0.31536300252037,0.4505185750291,2491.379377552548,1743.965564286783,785.6888809223019,272.5224283494008,543.9999430976493,267.89396291487043,518.5738532202352,251.1665128469633,186.2611215616492,122.00010539984648,0.0,0.0,98.97225576507957,102.209821642855,99.0763862264694,43.81385395249082,55.26253227397858,60.160412158923634,3.2560927584011505,-0.6789083591196411,0.5747778977298108,0.125,0.2283681524982908,957.9233152119832,0.0,43.03450435062396,45.62349983828398,8745753.528202707,0.0,5.684341886080801e-13,4.827249711070183e-13,7.815970093361102e-14,4.547473508864641e-13,5.684341886080801e-13,1440,6,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__C__mpc__seed2__days30__scale2__perfect0__drawnone,sweep,C,Coimbatore,mpc,2,30,2.0,False,-1,0.1852956750643561,0.2647081072347944,2325.2874190490447,1627.7011933343313,430.865702031347,134.51950963891088,394.6345504399918,151.2473571040762,355.5055029375,99.44412031565784,0.005354159,0.0041889294762146,0.0,0.0,110.29937321072214,110.4302342581,109.8063054232419,51.90788338020105,57.898422043040846,19.00488217970961,0.0,0.0532347312148681,0.4398330562653892,0.125,0.2283681524982908,1196.482123150486,0.0,24.23552756147244,31.093295753962927,3073506.597326659,0.0,5.115907697472721e-13,4.82058837292243e-13,7.815970093361102e-14,2.842170943040401e-13,5.115907697472721e-13,1440,5,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__A__mpc__seed3__days30__scale5__perfect0__drawnone,sweep,A,Nagpur,mpc,3,30,5.0,False,-1,0.3204499289232407,0.4577856127474867,2486.60709767094,1740.6249683696583,796.8330677086786,277.6699734936793,540.8479903899073,268.47170718681195,513.630047283877,252.01873565527129,203.67308134320703,133.58164259543514,0.0,0.0,100.99455727577832,105.1811769200025,101.09459095686395,45.344272149386086,55.75031880747788,61.61029596351739,2.915305734365239,-0.6756719267461326,0.5756382456604868,0.125,0.2283681524982908,943.4385325084814,0.0,43.31922281915748,46.40296137518127,8896986.256366972,0.0,4.547473508864641e-13,4.828359934094806e-13,7.815970093361102e-14,4.547473508864641e-13,4.828359934094806e-13,1440,13,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__C__mpc__seed3__days30__scale2__perfect0__drawnone,sweep,C,Coimbatore,mpc,3,30,2.0,False,-1,0.1845394825252567,0.2636278321789382,2320.833291159544,1624.583303811681,428.2853745779708,133.79311103179765,392.4287396016201,151.4375172987342,355.1793594525,99.59374908172092,0.0051183207475,0.0039811359060743,0.0,0.0,107.29647933101042,107.3002587548,107.48310683364676,49.78604282187698,57.697064011769776,18.393737891302976,0.0,-0.6317411095970613,0.4451136069607119,0.125,0.2283681524982908,1195.944561081212,0.0,24.744807011048145,30.02074970052842,3199148.399291775,0.0,3.979039320256561e-13,4.829470157119431e-13,7.815970093361102e-14,3.410605131648481e-13,4.829470157119431e-13,1440,3,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__A__mpc__seed4__days30__scale5__perfect0__drawnone,sweep,A,Nagpur,mpc,4,30,5.0,False,-1,0.3181906753470818,0.4545581076386882,2489.521795274158,1742.6652566919108,792.1426213295639,275.4290763782725,544.1845016664927,267.0542047020074,516.237980766075,250.47279474483057,196.83240252175327,129.07208875357398,0.0,0.0,100.77603972664514,104.02851967517748,100.99455845793388,45.76981028534183,55.22474817259207,59.719107548871705,3.027931319084039,-0.7907006521899161,0.5721819209011437,0.125,0.2283681524982908,950.1692672098488,0.0,43.26653697657377,46.06977155308044,8845938.277904898,0.0,4.547473508864641e-13,4.817257703848554e-13,7.815970093361102e-14,4.547473508864641e-13,4.817257703848554e-13,1440,6,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__C__mpc__seed4__days30__scale2__perfect0__drawnone,sweep,C,Coimbatore,mpc,4,30,2.0,False,-1,0.1847590743502632,0.2639415347860903,2323.5536755892144,1626.48757291245,429.2976263050151,134.02694814930777,394.8390211486841,150.7072852775905,356.5536322825,99.05850190064784,0.000854527,0.0006579252221667,0.0,0.0,107.58129509326368,107.711585744175,107.9050354575139,50.414380999606266,57.49065445790762,18.10115386529841,0.0,-0.7619308656572896,0.4381905014070613,0.125,0.2283681524982908,1196.836578454937,0.0,24.584537087459505,30.36704758702974,3179166.183576379,0.0,5.684341886080801e-13,4.806155473602305e-13,7.815970093361102e-14,2.842170943040401e-13,5.684341886080801e-13,1440,2,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__A__tuned__seed0__days30__scale5__perfect0__drawnone,sweep,A,Nagpur,tuned,0,30,5.0,False,-1,0.3128134226510765,0.4468763180729664,2488.7906894790817,1742.153482635357,778.5271338380841,275.5650687823936,539.5467004258663,257.53178010391224,533.6461916143867,311.6024039205642,173.82400840433334,114.30257305326896,0.0,0.0,35.01959868119327,35.01959868119327,35.20878883852813,23.67556835621137,11.533220482316748,83.37890384370057,2.6286464172453585,-0.5500826412446579,0.3608924839098018,0.125,0.2283681524982908,963.2729806447747,0.0,44.43222097482385,45.309345438378585,8979520.645553213,0.0,4.547473508864641e-13,4.721778523730791e-13,7.815970093361102e-14,3.304023721284467e-13,4.721778523730791e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__C__tuned__seed0__days30__scale2__perfect0__drawnone,sweep,C,Coimbatore,tuned,0,30,2.0,False,-1,0.1945891325636424,0.2779844750909178,2322.8713101804765,1626.0099171263334,452.0055133049905,150.6852418468525,393.1348203779601,151.45588471372264,374.8546126687114,194.3065064594188,0.0,0.0,0.0,0.0,33.529636023712904,33.529636023712904,33.31538361545725,33.31538361545725,0.0,57.88579765190465,0.0,-0.3002439609445789,0.5144963692002443,0.125,0.2283681524982908,1173.6510356688443,0.0,24.36714685745389,28.89195679551774,3308695.640103895,0.0,3.979039320256561e-13,4.618527782440651e-13,7.815970093361102e-14,1.7053025658242404e-13,4.618527782440651e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__A__tuned__seed1__days30__scale5__perfect0__drawnone,sweep,A,Nagpur,tuned,1,30,5.0,False,-1,0.3140311311597288,0.4486159016567556,2485.7953327856485,1740.0567329499538,780.6171201862518,276.6025481847364,539.6194963905685,257.29140356875683,532.8009912232684,311.325038086582,178.204897957293,117.43061012036742,0.0,0.0,34.888741103844616,34.888741103844616,35.07943773452643,23.58275243812796,11.496685296398468,82.29456708505151,2.2921786418961783,-0.5500826412446579,0.3593860105628355,0.125,0.2283681524982908,959.0862446112038,0.0,44.36778361719466,45.50291372514684,8952661.739535192,0.0,5.115907697472721e-13,4.625189120588402e-13,7.815970093361102e-14,3.410605131648481e-13,5.115907697472721e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__C__tuned__seed1__days30__scale2__perfect0__drawnone,sweep,C,Coimbatore,tuned,1,30,2.0,False,-1,0.1943199190199569,0.2775998843142242,2320.075643933272,1624.05295075329,450.8369112492879,150.26778817890292,393.3870992189788,150.95496354193887,374.0262711204143,193.54193956860885,0.0,0.0,0.0,0.0,33.5364887391677,33.5364887391677,33.322166199146146,33.322166199146146,0.0,56.54831412725155,0.0,-0.3002439609445789,0.5145665009661611,0.125,0.2283681524982908,1172.8626713515043,0.0,24.30541655346863,28.81865845581716,3333152.638243636,0.0,3.410605131648481e-13,4.691802502065914e-13,7.815970093361102e-14,2.273736754432321e-13,4.691802502065914e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__A__tuned__seed2__days30__scale5__perfect0__drawnone,sweep,A,Nagpur,tuned,2,30,5.0,False,-1,0.3115610337655625,0.4450871910936608,2491.379377552548,1743.965564286783,776.2167343724757,274.3428714667252,541.7561220354702,256.97652369638115,535.3968973230528,310.4828154240568,169.6989825824169,111.58835411663524,0.0,0.0,34.98091050967417,34.98091050967417,35.168607409918984,23.40001670529956,11.768590704619426,82.31567442517735,2.565690997129902,-0.5500826412446579,0.3623857409998413,0.125,0.2283681524982908,967.3954617618097,0.0,44.47240658714652,45.10817782741754,8949310.987867076,0.0,4.547473508864641e-13,4.547473508864641e-13,7.815970093361102e-14,3.304023721284467e-13,4.547473508864641e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__C__tuned__seed2__days30__scale2__perfect0__drawnone,sweep,C,Coimbatore,tuned,2,30,2.0,False,-1,0.1947598941178925,0.2782284201684179,2325.2874190490447,1627.7011933343313,452.8727315276596,150.9387955530567,394.8174402567134,151.31989574626155,375.931893016577,194.34489979736267,0.0,0.0,0.0,0.0,33.5347342667765,33.5347342667765,33.320301036129386,33.320301036129386,0.0,57.4597578470942,0.0,-0.3002439609445789,0.5146771915917089,0.125,0.2283681524982908,1174.4750936541734,0.0,24.200657594045182,28.904002232345224,3274578.5856988886,0.0,3.979039320256561e-13,4.618527782440651e-13,7.815970093361102e-14,2.273736754432321e-13,4.618527782440651e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__A__tuned__seed3__days30__scale5__perfect0__drawnone,sweep,A,Nagpur,tuned,3,30,5.0,False,-1,0.3170626668719271,0.4529466669598959,2486.60709767094,1740.6249683696583,788.410277850211,280.1014374962761,538.6976466482619,258.2228546858286,532.3846150405091,312.4680360611899,188.88591995759123,123.97771160838424,0.0,0.0,34.773144287196864,34.773144287196864,34.96404405417547,23.385298190058727,11.578745864116742,82.89619382178398,2.7499743719704184,-0.5500826412446579,0.3591828742660412,0.125,0.2283681524982908,951.8613223669493,0.0,44.64190028142463,45.94472717770402,9102346.372639254,0.0,4.547473508864641e-13,4.697353617189037e-13,7.815970093361102e-14,3.304023721284467e-13,4.697353617189037e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__C__tuned__seed3__days30__scale2__perfect0__drawnone,sweep,C,Coimbatore,tuned,3,30,2.0,False,-1,0.1943792460295707,0.277684637185101,2320.833291159544,1624.583303811681,451.12182529591934,150.43145971755857,392.5245937293888,151.50091221074138,373.7083085242219,194.3105299736781,0.0,0.0,0.0,0.0,33.53444651557797,33.53444651557797,33.320373028478805,33.320373028478805,0.0,57.31370558624866,0.0,-0.3002439609445789,0.5143174480437595,0.125,0.2283681524982908,1173.1081103632637,0.0,24.723322628830623,28.52772524837884,3391562.606619844,0.0,3.410605131648481e-13,4.795053243356051e-13,7.815970093361102e-14,1.7053025658242404e-13,4.795053243356051e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__A__tuned__seed4__days30__scale5__perfect0__drawnone,sweep,A,Nagpur,tuned,4,30,5.0,False,-1,0.314719191927674,0.4495988456109629,2489.521795274158,1742.6652566919108,783.5002876950156,277.52671976532673,541.8297222566977,256.3174813793793,535.703125755132,310.72743677465456,179.6939578539837,117.96029037426436,0.0,0.0,34.90248707657207,34.90248707657207,35.09317478354863,23.58880011909116,11.50437466445748,83.37653367725794,2.7239145880566857,-0.5500826412446579,0.359394934268087,0.125,0.2283681524982908,958.811600844397,0.0,44.72683828949134,45.60986441856255,9056597.295393089,0.0,4.547473508864641e-13,4.721778523730791e-13,7.815970093361102e-14,3.304023721284467e-13,4.721778523730791e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__C__tuned__seed4__days30__scale2__perfect0__drawnone,sweep,C,Coimbatore,tuned,4,30,2.0,False,-1,0.1946767801151432,0.278109685878776,2323.5536755892144,1626.48757291245,452.3419479884144,150.7239655631392,394.9500978241225,150.7670337059351,375.7868551713497,193.7603959525053,0.0,0.0,0.0,0.0,33.518662427698395,33.518662427698395,33.30467159786153,33.30467159786153,0.0,57.13479119165895,0.0,-0.3002439609445789,0.514234790781456,0.125,0.2283681524982908,1173.7922567715375,0.0,24.56101347284468,28.808257003520225,3365875.82068864,0.0,3.410605131648481e-13,4.768407890765047e-13,7.815970093361102e-14,2.273736754432321e-13,4.768407890765047e-13,0,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__B__mpc__seed0__days30__scale0.5__perfect0__drawnone,sweep,B,Bhopal,mpc,0,30,0.5,False,-1,0.0383308945729753,0.0547584208185362,2057.4003033027075,1440.180212311895,78.86199412030368,23.702701434678858,78.10845333340788,21.62827547100077,13.13366773825,9.2979483529122,0.2604800945678381,0.189167774364402,0.00204324805,0.000143186740033,79.85471212349131,79.87055612120251,79.96460274862038,65.86072401327004,14.10387873535034,2.6753340330851287,0.0038599986156112,-0.6371024732429301,0.5272118481138496,0.125,0.2283681524982908,1360.964850039093,0.0,30.5274968207618,6.869676910896879,3452270.91626812,0.0,1.7053025658242404e-13,4.831690603168681e-13,7.815970093361102e-14,1.4210854715202006e-13,4.831690603168681e-13,1440,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__C__mpc__seed0__days30__scale3__perfect0__drawnone,sweep,C,Coimbatore,mpc,0,30,3.0,False,-1,0.2804186187347061,0.4005980267638659,2322.8713101804765,1626.0099171263334,651.3763642992864,208.8482604095516,589.3970209830924,225.6196694139308,550.538805225,201.92701476611296,0.0,0.0,0.0,0.0,107.30306219644324,107.758804717725,107.47701472331758,58.084470125743856,49.39254459757371,45.3818868386891,0.0,-0.6888258368654265,0.5148733099910898,0.125,0.2283681524982908,974.2801846745488,0.0,24.540225558759168,46.63766470467023,3936648.133368264,0.0,4.547473508864641e-13,4.830580380144056e-13,7.815970093361102e-14,4.547473508864641e-13,4.830580380144056e-13,1440,1,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
sweep__B__mpc__seed1__days30__scale0.5__perfect0__drawnone,sweep,B,Bhopal,mpc,1,30,0.5,False,-1,0.0382315136782675,0.0546164481118108,2054.9241417694693,1438.4468992386282,78.56286043386173,23.584864429752045,78.15170479440745,21.557619064807025,11.619149436,8.975093628845407,0.2777912572183537,0.201413176956086,0.006088547,0.0004429683758084,81.26463072218421,81.26960199455,81.39343556877412,67.36610572297853,14.027329845795585,2.283326046770847,0.0042079049734484,-0.6438273550263455,0.5150225084364315,0.125,0.2283681524982908,1359.5306706522688,0.0,30.53160003135586,6.400401258632842,3599974.3352730465,0.0,1.7053025658242404e-13,4.831690603168681e-13,7.815970093361102e-14,1.5631940186722204e-13,4.831690603168681e-13,1440,0,"{""absorption_nominal_cop"": 0.72, ""capture_fraction"": 0.7, ""hp_eta2"": 0.45, ""mechanical_chiller_nominal_cop"": 5.5, ""orc_eta2"": 0.55, ""store_loss_per_day"": 0.015}"
