scenario,city,controller,recovery_fraction_it_mean,recovery_fraction_it_std,recovery_fraction_captured_mean,recovery_fraction_captured_std,dhw_delivered_mwh_mean,dhw_delivered_mwh_std,process_delivered_mwh_mean,process_delivered_mwh_std,absorption_heat_mwh_mean,absorption_heat_mwh_std,absorption_cooling_mwh_mean,absorption_cooling_mwh_std,orc_electric_mwh_mean,orc_electric_mwh_std,unmet_demand_percent_mean,unmet_demand_percent_std,cooling_electric_saving_percent_mean,cooling_electric_saving_percent_std,fallback_demand_percent_mean,fallback_demand_percent_std,compressor_mwh_mean,compressor_mwh_std,net_cost_inr_mean,net_cost_inr_std
A,Nagpur,mpc,0.1030433006537001,,0.1472047152195716,,108.31087559669994,,54.06886378407604,,168.37020860551445,,107.38240812889464,,0.0094327655685001,,0.0,,15.278247519726266,,17.761712605053553,,94.28255341382484,,5670748.542879916,
A,Nagpur,naive,0.2585026090580338,0.001022081181813188,0.36928944151147686,0.0014601159740188273,108.5375893217279,0.29529010387141486,53.999906422757114,0.11543817222362521,214.9166163974789,4.220387309676956,136.30441731260643,2.4550364066531714,33.67283434342376,0.1782443738474824,0.0,0.0,37.33893086911833,0.16067968984516387,9.376777643153751,0.12083518670299896,307.45833024661897,0.9299686808082114,7092596.548375887,19794.22117812207
A,Nagpur,tuned,0.10449986092962187,0.0016004269286298914,0.1492855156137456,0.0022863241837570093,108.52253788297321,0.29500075197181025,53.99933545091011,0.11517876047479988,176.40624090722636,5.763867037467731,112.60272799112116,3.6946048669944274,0.0,0.0,0.0,0.0,15.359511019113757,0.24722898060892431,16.57102587087141,0.566395657531324,98.60781824419685,1.7123707368611916,5713431.195767207,26695.964983345213
B,Bhopal,naive,0.29153054952206786,0.000687660439289725,0.41647221360295417,0.0009823720561281638,156.4960590220263,0.42576712651230125,43.199925138205685,0.09235053777889957,91.88789920280588,1.884926580156995,63.98683249337648,1.2275552939055026,40.50001623047314,0.13443704792163638,0.0,0.0,42.1517274355918,0.12428630151054487,8.601737045172928,0.09121585642242729,284.6494446531353,0.5214535135883086,6220588.082526362,70641.6485307494
B,Bhopal,tuned,0.07790960625096642,0.00010445040486848614,0.1112994375013806,0.00014921486409781492,150.29907256376345,0.43406188763884584,42.323960456871966,0.10568849144971278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.765341686699495,0.13074325677019186,33.23171866666098,0.29797423256672617,49.683587853834986,0.11111025086406284,3983471.4568383596,114047.43236566475
C,Coimbatore,naive,0.2765445236110781,0.0004330600393697181,0.3950636051586831,0.0006186571990996982,196.882138769646,0.5356425139993318,75.59986899185995,0.16161344111308162,74.34805718015647,1.4623759209334315,52.878245031911845,0.9691658475568611,41.55437973108527,0.14003806856839934,0.0,0.0,42.584739488747736,0.04976018310179839,9.766759130491947,0.08284252765352715,296.48477737009443,0.32824281753190826,4062300.155982333,36707.36012019799
C,Coimbatore,tuned,0.09706495047793198,0.0001348457298671895,0.1386642149684743,0.00019263675695309243,195.49670591461708,0.5693088871042384,75.5810854810219,0.16138263571752656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.56792604464485,0.06541928500214114,24.820737645416788,0.22222616107035023,75.1007529131444,0.15913319017360367,2524818.765379741,55161.79678680135
